100

H 5.67403 0.541338 0.739598
H 9.21082 8.16373 3.65807
H 8.23387 5.55746 3.64699
H 8.5188 2.31779 5.45173
H 1.91666 7.49644 5.44465
H 6.75026 6.60486 7.11979
H 4.34565 0.0780919 9.97672
H 7.77646 3.19014 6.99736
H 7.20822 5.64602 5.29971
H 6.41233 1.51593 0.609574
H 8.55103 5.33174 4.9679
H 7.93213 4.53869 1.64502
H 8.07755 2.84406 8.09158
H 2.08075 0.355149 3.64059
H 4.95081 1.86065 0.33096
H 7.63426 5.81796 1.54324
H 8.05113 7.56979 3.44568
H 2.1567 8.26059 6.20355
H 7.96782 5.23571 7.11644
H 4.52954 3.74144 1.74659
H 0.0315197 6.61401 6.30639
H 7.7692 1.87707 6.3436
H 0.613155 6.33094 7.12197
H 1.45125 1.52047 2.16781
H 3.89438 3.58851 5.4893
H 8.55832 8.15973 2.44828
H 2.11248 8.6224 9.60477
H 6.31263 0.584631 3.38135
H 2.32212 6.54224 5.40908
H 5.35798 2.54009 5.77395
H 2.59114 0.610919 5.79791
H 4.93419 6.57258 2.41318
H 0.199544 3.88106 5.47904
H 5.64266 0.97118 2.5349
H 0.84116 9.27462 4.01284
H 9.61217 0.103718 8.3466
H 0.0312859 9.46671 2.9306
H 8.05088 6.24744 7.31535
H 6.18889 0.838153 5.99136
H 1.50131 5.33146 5.21453
H 3.99032 3.82504 6.78968
H 9.42658 5.02169 7.93892
H 0.638102 7.29607 0.68449
H 3.17967 9.81018 5.3809
H 1.22911 1.95337 4.48419
H 3.14921 2.81615 5.60428
100

H 5.67327 0.542552 0.739695
H 4.11669 2.42874 0.454564
H 8.19591 0.126361 6.37202
H 8.81976 0.353514 5.40461
H 8.91452 3.85573 2.60869
H 4.46467 2.69776 5.28035
H 5.78562 8.35588 5.24755
H 3.82573 4.93607 9.89024
H 3.17108 8.00423 0.650929
H 8.82108 0.167362 1.10146
H 5.55108 0.238613 9.09789
H 7.87825 0.0171949 2.37974
H 1.3526 3.02972 0.484281
H 2.56533 5.15931 6.19152
H 8.02235 6.56815 0.0670913
H 2.34224 4.01849 3.69284
H 8.84796 2.56334 7.45175
H 0.978461 4.20082 3.22375
H 7.68191 8.23129 9.67532
H 4.42645 3.49356 8.69163
H 4.38996 4.57975 5.85349
H 2.22273 6.09524 1.41798
H 0.0832744 7.63159 6.54201
H 9.3012 0.304036 3.63466
H 9.96067 9.75843 6.36546
H 0.580511 6.08579 4.39363
H 0.461269 9.80017 2.60211
H 7.33665 1.28213 1.18005
H 4.85274 2.64832 7.99508
H 0.62987 3.75061 8.53306
H 5.64962 2.34165 0.867817
H 3.46939 3.9146 3.57875
H 3.20861 1.67033 8.92229
H 4.69268 0.055737 1.38632
H 9.83292 8.90035 5.82648
H 9.68617 4.03445 8.32045
H 3.58313 6.99165 0.823511
H 4.58218 4.36788 2.97381
H 2.41564 2.59646 0.654124
H 3.38195 0.86903 3.43744
H 3.58723 6.36308 9.18049
H 6.13261 4.91517 9.62804
H 0.483857 7.8147 5.63169
H 2.61959 0.00764554 1.66221
H 1.2587 8.82261 3.07033
H 4.52599 3.10094 3.13045
H 0.548637 9.31769 1.59392
H 7.34057 6.71747 8.20385
H 4.03545 5.2239 5.17354
H 3.04434 4.2635 8.05888
H 2.44996 2.65381 1.91051
H 8.53857 3.3844 9.29901
H 4.39216 5.26391 4.17541
H 5.96562 6.22469 8.83544
H 8.56343 1.18216 6.7675
H 9.21011 8.16356 3.65749
H 7.4493 6.88437 3.40062
H 8.51839 2.31744 5.45241
H 1.9147 7.49964 5.44458
H 6.75118 6.60467 7.12053
H 4.34622 0.0782764 9.97705
H 7.77718 3.18931 6.99793
H 7.20869 5.64593 5.29967
H 6.41106 1.51575 0.609563
H 8.5506 5.33182 4.96782
H 7.93218 4.53919 1.64516
H 8.07464 2.84525 8.09328
H 2.08071 0.355245 3.64063
H 4.93461 1.84236 0.313992
H 7.63444 5.8174 1.54317
H 8.05197 7.57039 3.44523
H 2.15668 8.2608 6.20373
H 7.96754 5.23185 7.11573
H 4.52954 3.74146 1.74728
